tweets,polarity
@SoleilKohl 8 am linear algebra test tomorrow wut wut,negative
"Starting the future, one line of code at a time. http://t.co/lSjlDNu7rY",positive
"Worked my ass off, learned a lot, and got a lot of business cards, I'd say even now it's been worth it",negative
"Awards ceremony, pray I win something",negative
"If I don't win a tv tomorrow, I'm gonna cry",negative
The app lets you pause what you're watching on the TV and draw on it,positive
"Haven't gone to sleep, but I built a kickass phone app",negative
Microsoft!!!! #hacktx #azuredev,negative
"""What's the point of assless chaps? I thought he was a kinky bull rider...""",negative
@CeciliaEsquive_ me,negative
Writing an asynchronous multi-platform LAN socket server platform for Raspberry Pi camera modules and a windows computer is always fun,positive
"It doesn't even matter, I'm only in my room to sleep and shower, and it'll be like this until tomorrow night",negative
"Dammit, now I don't have the room to myself :(",negative
I just walked into my room and it turns out my roommate is back from A&amp;M,positive
"@jparecki95 bruh, college is dum",negative
"I've been sleeping all day, but I feel so fucking tired...",negative
#justcollegethings,negative
"That was a lie, I'm actually wearing underwear",negative
I just realized I'm porting a Swift iOS app to Windows Phone in my dorm room while listening to Swedish Melodic Death Metal. I'm also naked,negative
@internets what if I poke you with a very pointy stick?,positive
"""Can you code?""
""Sorta""
""Welcome aboard""",positive
"I mean, they were giving pizza. That should have been reason enough to give them my resume.",negative
Helping an under qualified friend study for her Microsoft interview makes me wish I had given Microsoft my resume,negative
"If I make enough websites, maybe I'll get good at website making",positive
"Chance the Rapper was hype, I had tons of fun",negative
@likescats_ hungover probs,positive
"Threw together this site for the computer science club here at SMU
http://t.co/3VEWtAAeos",positive
A friend and I are starting https://t.co/gEUmYGhGwv #gonnagetrich,positive
I should be asleep for the next 4 months though...,negative
Weather today is better than not good,negative
It's like we're in the Stone Age http://t.co/0z2uMaphPX,positive
I'm crying blood http://t.co/mNfdHUZMP2,negative
Might as well draw the webpage in paint and stick that online,positive
"Oh FUCK no;

The intro to Web Dev class teaches Dreamweaver",negative
@ugotgoobed im rivers trapped in BoB's body,positive
"Started saying ""Let's make magic"" when I start a new project...

Damn, that's gay as hell...",negative
"@mcdougalchris Best of luck man, I have faith in you",positive
@OXpapichulo http://t.co/CJ0TPPQbkA,positive
@v_jorgea I'll figure this out and take pics,positive
"Apparently, we have the first edition Canterbury Tales at the library here?",positive
"""Hey, you can code? I've got this great app idea...""
- How business majors introduce themselves to me",positive
"@SoleilKohl definitely remember feeling both of those...
I didn't regret it by the end, but that's just me",negative
Picking up extra work and shit to do is always good for your stress levels. Take it from the dude who picks up extra work and shit to do...,negative
"@SoleilKohl power through, I can help on some stuff too",negative
"@SoleilKohl rec letters, looks good on resume, it's good for you",positive
@SoleilKohl https://t.co/mJ8fiDYUYz,positive
Pondering life's greatest mysteries http://t.co/npg4nA05By,positive
"Took a quiz in Linear Algebra. Prof gave a hint so bad it made me rethink everything I had ever learned in all of my classes, then I got it",negative
"I feel like ass, stay tuned for the rest of my shitty day",negative
@Jordan_A_Blanco @yasmeennofal @EricStrongSwag @ZulkiflJ @mannynava @0_FacingReality @TheWizardZorby you're wrong,negative
@Jordan_A_Blanco @yasmeennofal @EricStrongSwag @ZulkiflJ @mannynava @0_FacingReality @TheWizardZorby bruh,negative
"This guy looks like The Weeknd, we started calling him the Weekday",positive
Also for installing programs,positive
I feel like a badass when I use Terminal to copy and paste shit,negative
@v_jorgea @GlassAnimals,negative
"Glass Animals

I've been listening to their album on repeat for the past 3 hours guys it's really good",negative
"@SoleilKohl if this is real, I'm definitely down",positive
@neals_on_wheelz YEAH DUDE AND SMASH AND DO DRUGS AND SHIT ITLL KICK ASS FUCK YEAH,negative
@neals_on_wheelz missin you bruh,negative
First day in a month I go home for the weekend and I already can't wait to get back to my egg white Omelettes at school,negative
"Psalm 83:10

STAR WARS",positive
"Ezekiel 23:20

LOOK IT UP",negative
Loving this more than I should be...,positive
The best kind of Mac is a free Mac,positive
“@SurayyahFahmi: Awkward Sauce! Come see me. @v_jorgea @JennMayen” @ugotgoobed lets do it,positive
@JennMayen @SurayyahFahmi  I can walk there...,negative
"Got a free Mac...

Life is pretty good",positive
Fuck Kevin Durant,negative
"""It's a quirky OS, like me""
- Logan",negative
Logan is fat,negative
Doesn't feel like Texas http://t.co/XETX87or4G,negative
Gives me time to actually finish my homework,negative
I sure as hell am not going to class without showering and brushing my teeth,negative
"Woke up kinda late, but couldn't shower till now...",negative
@jparecki95 dayuuuummmmmm,negative
Don't you hate when things suck?,negative
"If this doesn't make me real af, I don't know what does",negative
"I'm sitting cross-legged in a couch in the library writing an essay.
I'm also not wearing shoes, and I'm listening to some very heavy metal",positive
Physics TA is cool af,positive
"Destroyed my C++ test, super pumped",negative
Teaching Dylan Koss how to buy pants,negative
@jparecki95 that's why I only use them to film softcore,negative
First time I see this #tesla #Northpark http://t.co/gt0BlKKy7X,positive
@CeciliaEsquive_ @ugotgoobed http://t.co/7hFcATKrRn,positive
@ugotgoobed @CeciliaEsquive_ bitches literally can't even,negative
"Starting a new frat, calling it Kappa Kappa. We'll be known as K2",positive
The people out walking at 2:20 am on a Friday night,positive
@ugotgoobed Homogeneous Jacobian derivative matrix equations spanning R^4,negative
@ugotgoobed dipartite complete graphs tho,negative
"""You didn't let me finish earlier, because I died""
I love this movie",negative
Me rn #everythingisawesome http://t.co/22GkENruj3,negative
"@ZeroAurora_HFG 
&gt;github
&gt;learn two other languages
&gt;devote 1 whole week to just writing code

My resume is pretty bitching now",negative
"@SoleilKohl I wish I had done this, it's important",negative
@washingtonpost @PostWorldNews John McCain,positive
"“@CompSciFact: 'The idea that people knew a thing or two in the '70s is strange to a lot of young programmers.' -- Donald Knuth"" IMPOSSIBLE!",positive
On a Friday,positive
When your day ends at 10:30,positive
When class gets out early,negative
My room has officially become my favorite chill spot. Futon and rearranging really made a difference.,negative
@reptar_ray &lt;3,positive
@reptar_ray @Mattthew___ Tell him he can walk there,negative
@JennMayen yah http://t.co/VfAKWe6vuH,positive
Swipe keyboard is gonna take some time to learn though,negative
Loving iOS 8 so far,negative
"Futon is the best, futon is my favorite",positive
Ayyyy http://t.co/rDssi1Exi0,positive
iOS 8 update comes out at about noon today,negative
"Despite being the most important math I'll take, Linear Algebra is easy and pretty neat",positive
"Teacher got us making houses spin for our Linear Algebra homework, it's actually really cool",positive
Bruh http://t.co/pPS0vMiefB,negative
You know church just ended at SMU when you almost get run over by a Bentley,negative
Good night peeps ✌️,positive
"""You going to church tomorrow?""
""Hell to the fuck no""
""Jesus gonna bitch slap yo hungover ass bro""

#justcollegethings",negative
"@mannynava lol, miss you too!!!",negative
"As annoying as it is, there's a certain eloquence in C++ code...",negative
"Told mom to pick me up at 1. It's 5 and I'm like ""where u at?""",negative
"Happy birthday to the awesome @mannynava, make it a hella turnt day!!!!!!",positive
"I might go to @Polyphia at Tomcats West in Fort Worth, TX - Oct 16 http://t.co/VyME83ZBJR",positive
"Four years of comp sci, it's not likely I know what a recursion is",negative
"Prof is teaching recursion, and I'm sitting here like ""KILL ME NOW""",negative
"""You're either 18 or MILF""
- Adrien Ibarra",positive
Mexican cafeteria ladies are my favorites,positive
My outfit serves to let others know that I haven't done my laundry yet,negative
"Can't sleep cuz my roommate is watching Death Note and he can't stop...

It WAS my fault to begin with though...",negative
@mcdougalchris you can only choose one,negative
@buenothebear a badass triple-decker pb&amp;j,negative
Erik the Flutemaker realest bruh in the flute game,negative
"@AwkLittleAsian ohh, that's cool!!!",positive
@AwkLittleAsian waaaaaatttt???!!!??!!! What are you playing?!?!?!,positive
. @ugotgoobed will still love me when I'm no longer young and beautiful,negative
Walking to Starbucks for one hella-ridiculous coding montage,negative
I cry at night because of Matlab,negative
"Relativity: fitting 16 ft poles into 10 ft spaces without rotating, just by moving them at speeds approaching light speed",positive
Relativity: because kinematics were way too easy by themselves,negative
Matlab is Hitler,positive
"""I love helping ladies with their  fucking problems""
- A$AP Rockford",positive
"Fuck, that shit is just really fucking gross",negative
"Like, why are there even crickets in the restrooms to begin with?",negative
"There are crickets having sex in the bathrooms at Sports Authority, like what the actual fuck",negative
. @CeciliaEsquive_ don't even know how much I miss her tho,negative
Depressed because my H&amp;M coupon expired,negative
“@CeciliaEsquive_: @v_jorgea is just as abusive towards me via FaceTime. #ThingsDontChange” my love is real,positive
"""Started from the middle then I fell""
- Brake",negative
"Ate wayyy too much food for breakfast, stay tuned for gym time at 8",negative
13 hours of sleep because my alarm never went off #tybg,negative
Nobody's dad at UNT wrote a check for more comfortable seats wtf is this shit?,negative
UNT doesn't have golf carts wtf is this shit?,negative
UNT water isn't infused with lemon or cucumber wtf is this shit?,negative
"SMU vs. UNT...
Hopefully we don't lose too badly...
#smu #ponyup #football http://t.co/WqKXItFLsK",negative
Headed to UNT for the game today,positive
They're bribing me #google #glass  #smu http://t.co/U2GBSrjUCR,positive
"This in turn, makes everything turn a slightly redder shade over time. We are all gradually becoming more red",negative
"As time passes, the rate of thermal expansion of the universe increases. This increased rate causes our perception of time to dilate",negative
"When in doubt, nuke that shit and keep going",negative
I made that quiz my bitch.,negative
"I wanna study for my math quiz, but what the fuck should I be studying? You just kinda does math...",negative
It's pretty fun to watch the trickling of people into the dining hall,negative
"My positions in the association include ""Head of Logo Design"" and ""Resident .NET Expert""",positive
Homies in the coding club giving me stuff to do in my C++ class because I'm bored as fuck in there,negative
Waiting on the 3D printer to finish printing pieces of our robot,positive
"Been in the Innovation Gym since about 7...

I want to take a shower...",negative
60k worth of bench #ponyup #smu #college http://t.co/r4KJoxQp08,positive
&gt; ~./autopilot,positive
Then there's a fire drill...,negative
Woke up at 4:50 to finish my homework,negative
"""Mad decent bro""",positive
Done #pokemon #gengar http://t.co/zJvNDyZuvW,positive
Now I'm printing a Gengar #pokemon http://t.co/G3SbYVGrsn,positive
Done #squirtle #pokemon http://t.co/CUrpYPuD7t,positive
3D Printing a Squirtle #pokemon #engineering http://t.co/iudMs5MSmZ,positive
"I fucking jinxed it, that was a fumble",negative
@jparecki95 &lt;333,positive
@jparecki95 try downloading the program and searching for it again?,positive
"@jparecki95 that's really weird...

Are you on a computer?",negative
"@jparecki95 I highly recommend Spotify though, it's fantastic",positive
"@jparecki95 i think you'd be fine with a regular account, just sign up with Facebook",positive
"@jparecki95 I have a premium account, so yes",negative
@jparecki95 search n press play dawg,negative
"I understand school spirit and all that...

But our football team sucks...",negative
"Certified to use the 3D printers, look forward to pictures of stupid shit I printed",positive
"@Franciscooo_34 that's right, be a man",negative
@Franciscooo_34 porque no los dos?,negative
I started reading manga again http://t.co/FulXDQxnsA,positive
"Alright, that shit's done. It's nap time",negative
"Windows 8 likes to auto correct ""ass"" to ""ads""",negative
"If it weren't for my having to create a bootable USB stick with Windows 7 for a job, I'd be comfortably asleep right now in my comfy-ads bed",positive
@thirdeyemary omg please?!?!?! I'm holding you to it :P,negative
@thirdeyemary I love you more &lt;333,positive
@thirdeyemary BECUZ IM DUM OK?!?!?!?!?!?!?!?!?!?!?!!,positive
@thirdeyemary LET ME COME PLEASE I WANNA BACHATA,negative
"I named my Surface Pro ""Andromeda""",negative
And I always tell them to check their bank account balances,negative
"When I tell people I'm majoring in Computer Science, I can ALWAYS expect them to ask if I can hack into things...",negative
@DarkDarrenA Mega Blaziken,positive
@DarkDarrenA Gardevoir,negative
@DarkDarrenA Mega Metagross plssss,positive
"Modern physics and computer science combined, of course that sounds awesome!!!!!!",positive
I'm gonna look into getting a position doing undergrad research on quantum computing,positive
"Peace, love, and happiness. Hope and faith are key.",positive
"Be grateful for what you have, and keep others in your prayers, chants, or just thoughts if you can",positive
Sometimes the worst of things can happen to the best of people,negative
How to explain to my prof that I understand OOP,negative
“@tupactopus: all i know is money http://t.co/6xdR763Bvn” 😵😵😵,positive
Y'all getting toilet Snapchats because y'all are special,positive
Bojack is pretty fucking good,positive
@ugotgoobed dota don't even count,negative
@ugotgoobed wer u at?,negative
This shit is better than fucking Russell Peters,negative
Chillin like a villain,positive
@jovahanaa peace love and calculus,positive
I r tird,negative
Omelette + Cheese Pizza + Mac 'n Cheese = My breakfast,negative
No breakfast in Umphrey right now wtf is this shit?,negative
Missed my 8 am because I forgot to set my alarm T~T,negative
I had a monster but I'm dying of sleepy and the sun,negative
"A one direction fan account followed and retweeted my last tweet, can you guess why?",negative
Made it to the right place just by walking straight in one direction #blessed,positive
Physics was fucking awesome. Prof is almost Dr. J,negative
Texas is fucking with the thermostat again,negative
"Warm-ass water
Warm ass-water

They both apply to the water fountains on my floor",negative
@jparecki95 u can iz find dem in da toilet doe rt,negative
@jparecki95 u r need 2 typ like dis 4 de tweet doe rt #yolo #tybg,negative
@jparecki95 FIND BETTER TWEETS OR I'LL CONTINUE TO FOLLOW YOU ANYWAYS,positive
Computerfucious says: Invest in a VPN for college,negative
"I can jam to whatever I want to, whenever I want to while doing whatever I want to because I want to because college",negative
@jparecki95 they fucking suck holy shit,negative
"Sucks having no bike, what kind of neanderthal walks to class? It's so slow and inefficient",negative
This chick is a cutie patootie and she's skateboarding to class omg guys I'm in love,negative
What do now? I have loads of time on my hands...,negative
@Gwenae18 &lt;3333333,positive
"He teaches like Dr. Strong...

COME AT ME BRO",negative
"First math class, homie starts by explaining how google works",positive
Breakfast gotta wait until after my 8am,negative
LET'S GO LINEAR ALGEBRA WOO ALRIGHT OH YEAH,positive
Couldn't wake up...,negative
Got just enough time to cry and stare at the hot chicks out of my dorm room window,negative
"All of my classes have gone from 9:05 to 10:40...

I can dig it, Mondays are good",negative
Waiting-In-Line-At-Financial-Aid-Office-Game Real Strong,negative
"C++ was interesting, How 2 Be Grown Up was too",negative
Done for the rest of the day,positive
"Maybe I'll be late to class...

Maybe it's Maybelline...",negative
Walking to Starbucks because they only had decaf in the dining area,negative
Fuckin right morning gym has me feeling awesome,positive
Fuckin right this breakfast is fantastic,positive
Fuckin right my first class is in about an hour,positive
@SoleilKohl ohmygosh...,negative
@SoleilKohl what's your first class?,positive
"Went from coding to doodling without having to deal with any stupid stuff, it's amazing",negative
Surface Pro is one of the best purchases I've ever made,positive
@SoleilKohl &lt;3333,positive
Good luck to everyone on the first day of school tomorrow!!!!,positive
"Just bought a Surface Pro 3

Cheered me up from my stolen bike",negative
"@SoleilKohl yeah :(

They left the lock on the rack",negative
One fucking week and my bike already got fucking stolen,negative
#Candid http://t.co/MWWPRbtczF,positive
Lil sis made me a profile pic,positive
"First class linear algebra tomorrow at 8, pray for me pls",negative
"I don't even know why, this is fucking college dudes",negative
"Dudes needed an excuse to be loud, so they started a Rubik's cube competition",negative
Super fucking tired,negative
“@rocketcatgames: Really I became a game developer for the free game codes from colleagues” I went to college for the student discounts,negative
I miss my roommate :'(,negative
Needs more trap #mustangcorral,positive
Finna ready to fall asleep on the bus,negative
I'm chock full of good ideas. They're mixed in with all the really fucking dumb ones,positive
Registering both my thumbs for TouchID was an awesome idea too,positive
Bike on campus was an awesome idea,positive
"Time management: because for some reason, I had to get all my shit done and now I'm really bored",negative
"Fiskers don't make noise when they start up, just so you know",negative
Found my spirit animal http://t.co/Gtam73Kng2,positive
@jparecki95 T~T,negative
@jparecki95 DIS SHIT GOT ME SO HARD OH WOW,negative
@jparecki95 ME EITHER IM SO SAD IMMA CRY OH GOD FUCK,negative
@jparecki95 whatchu know bought mario kart?!?!?!?!?!?,positive
@jparecki95 markedly,negative
@jparecki95 #swerve,positive
Pssst @jparecki95 http://t.co/DygaFlLnrF,positive
@jparecki95 exorbitantly?,negative
@jparecki95 UNDULY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,negative
@jparecki95 REMARKABLY!!!!,negative
@jparecki95 immensely!!!,negative
@jparecki95 acutely,negative
Yoga in the dorm room is the best though real talk,negative
@jparecki95 exceedingly,negative
@jparecki95 extremely,negative
@jparecki95 kinky,negative
@Jordan_A_Blanco do it,negative
My roommate left to go home what do,negative
"@SMUMustangs ah, ok",negative
@thirdeyemary not that bad for me...,negative
Already planning our road trip to the first away football game at Baylor,positive
"@thirdeyemary I understand that, it's a common thing",negative
@SMUMustangs how can we check in for away games? The app doesn't show them,negative
@v_jorgea without the shitty filter of course,positive
Ordered this for my dorm room http://t.co/5uDP7m3vu9,positive
Late night jimmy john's is best jimmy john's,positive
How much would the cheapest decent-quality Ganesh figure cost?,positive
Plunger is bae,negative
@Shane_Appell try monster and nerds,positive
What the fuck Bandsintown...,negative
You wish you had a roommate as cool as mine,positive
"Happy birthday to my spiritual womb-mate, the badass @BMX109",positive
All of my college crap is sitting in the living room... It's interesting watching dad completely ignore my stuff to continue chillin,negative
I drew little whales on my clothes so I can fit in with the cool kids at school,negative
Where mom and dad at tho? I need to know if I can take my drumset with me...,negative
My Mexican flag is in it's own bag for when I take it to school tomorrow,negative
Rt thank baby Jesus I never went to band camp,negative
"""THIS ONE TIME, AT BAND CAMP...""",negative
"Can't take a nap because all my clothes I'm taking to college tomorrow is on my bed...

Life is hard",negative
"Me: ""Did you know Robin Williams named his daughter after Princess Zelda?""
Mom: ""What's her name?""
Me: ""... Zelda""",negative
"The movie, I read the book a long time ago",negative
"The Giver brought all dem feels, I was teary eyed more than usual",negative
@jparecki95 &lt;333,positive
HAPPY BIRTHDAY TO GODDAMN @JPARECKI95 SENPAI!!!!!!!!!!! MAY YOUR DAY BE FULL OF TENTACLES AND MAGICAL GIRLS IN SWIMSUITS!!!!!!!!!!,positive
@jparecki95 @3chorddorks she hit me with a chancla T~T,positive
"@jparecki95 @3chorddorks it's not like it'll fit anywhere else, amirite?",negative
"@3chorddorks @jparecki95 oh, he does",negative
"Particle Fever is awesome, go watch it",negative
@Shane_Appell #TFM,negative
@jparecki95 MARRY ME,negative
"@internets oh shit, I swore we used a condom",negative
Jesus this is awesome wow guys iphone 4 and 3G are depressing and not usable,negative
New phone is amazing so happy holy shit,positive
@ColinPennMcCune have fun,positive
"Can't believe it's barely 10:42

I've done a fair amount of nothing for it to be this early still",negative
It's my day off and I wake up at this ungodly hour,negative
"What to do with the rest of my time today: begin my Arch install, or work on http://t.co/xd63GAhCyr?",negative
"Last full day of work, then I'm a part time employee :(",negative
Fell asleep early but I feel dead,negative
@CeciliaEsquive_ I'll write you a sparknotes page on it,positive
@CeciliaEsquive_ sounds easy enough,positive
"So far so good, the rest of today looks like it'll be great",positive
@Shane_Appell 😥😢,negative
"I got all excited about In Flames, but I'm listening to Lana Del Ray what the fuck is wrong with me",negative
OH FUCK YES!!!!!!!!!!!!! http://t.co/2pE9MdBH9q,positive
"Even with a VPN, my internet is fast as shit",negative
.@neals_on_wheelz #VEGANEDGEPRIDE,negative
"@JennMayen and the tissues, and the copy paper, and all your school supplies for the last 8 years",negative
@mightymeghy you're gonna get lost in all of the garbage!!!!!!,negative
@mightymeghy AHHHH GET OUT,negative
Adorable http://t.co/g7WdEaY4hP,positive
@mightymeghy I can hear your giggles all the way over here,positive
@mightymeghy you are probably laughing way too hard at that,negative
When you're overriding exception class definitions because their messages suck and you want them to play nice with your homemade handlers.,negative
When your embedded exception class definitions are longer than the rest of the library itself...,negative
Prayers for the Williams family. We lost a great man to a horrible struggle. Rest in peace Robin Williams.,negative
Anyone with a MacBook Air: how do you guys like it?,positive
@abbycartwright0 @MicaKohl @fionafraser96 @mightymeghy @neals_on_wheelz T~T,negative
"Tea to celebrate, let's crank this thing out",positive
"@GreekGeek7713 I'm so sorry, good luck on the rest of the day dude",negative
"God bless static representations. 
God bless basic algebra. 
God bless caffeine.
God bless the goddamn string buffer.",positive
"And I feel like an asshole for not knowing...

HAPPY BIRTHDAY @urbancatfitters HOPE ITS BEEN HELLA GOOD!!!!!!!!!!!!!",positive
@jparecki95 http://t.co/EJOOkSs7xT,positive
@jparecki95 &gt;fujitsu,positive
@jparecki95 http://t.co/42AbGG9f1n,positive
@jparecki95 http://t.co/XK366mhNF3,positive
@jparecki95 http://t.co/cS0F7HahaI,positive
@jparecki95 http://t.co/obojveL9qy,positive
@jparecki95 http://t.co/DShEEBwmOX,positive
@jparecki95 http://t.co/OhqARwhJqn,positive
I am Groot,negative
@jparecki95 http://t.co/V83qmBd7Ly,positive
@jparecki95 http://t.co/4boI5grla1,positive
@jparecki95 http://t.co/kGa5eYjiV4,positive
@jparecki95 http://t.co/XtXmRLke1C,positive
@jparecki95 http://t.co/w0MAD8eqLq,positive
@jparecki95 http://t.co/l9NSjUZAwU,positive
@jparecki95 http://t.co/8vG0PizMzH,positive
@jparecki95 http://t.co/5EjdlHtO7u,positive
@jparecki95 😂😂😂 oh god my cock,negative
@jparecki95 *heavy breathing*,negative
@jparecki95 more like Hug Bakuman,negative
@jparecki95 fucking shit that's the worst part t~t,negative
@jparecki95 DICK CHEESE!!!!!!!!!!,negative
@ugotgoobed hl2.exe,positive
"""Mail in rebae""",positive
@Shane_Appell if you had seen him you would've agreed,positive
@Shane_Appell it was a totally frat move,positive
He's so frat I had to type that in all caps,negative
"OH MY GOD 
THIS DUDE IS SO FRAT WHY THE FUCK IS HE WAITING AT THE TRAIN STATION?!?!?!",negative
PolynomialAbstraction.dll,negative
I put two integrals in my code just for shits and giggles because I can,negative
@Shane_Appell @ my shoes though,negative
"""@Shane_Appell: @v_jorgea when your boss wears sunglasses indoors because of how bright your shoes are #ProfessionalWorkEnvironment""",negative
.@Shane_Appell,negative
I CAN IZ MAEK PROGRAM http://t.co/tspKbpeno0,positive
"@Shane_Appell ""CMON M8""",positive
"""TACTICAL PERISH SONG NOW"" @Shane_Appell",negative
bruhhhhh @Shane_Appell,negative
How you gonna A* if you don't even know how to Djikstra?,negative
@ugotgoobed fuck,negative
What'll happen if I fall asleep on the train?,negative
http://t.co/ELghC5jZZv,positive
".@twholman Howdy! I am the creator of the site http://t.co/vDS8chsEHs, and it would be great if you added it to http://t.co/UzyF4xj2AX &lt;3",positive
"@likescats_ ""we want you guys to meet and see how well you get along""
- Housing lady

Still not a good idea",positive
"@likescats_ :( I found someone I wanted to room with at orientation, but they didn't let us switch until September...",negative
"Fuck, whatever, I don't think he'd be opposed to a futon :D",negative
"Sent the fucker a text message and got no response...

That may have been a home phone number though...",negative
Roommate assignments came out,negative
Work right now http://t.co/YesV4NkdTF,positive
“@Shane_Appell: @v_jorgea I hate you so much” same,negative
@ That underground train part for blocking my cell service,negative
@ This homeless dude downtown with two lit cigarettes in his mouth,negative
@ This dude sitting in front of me on the train,negative
"Rocket Raccoon didn't cuss enough in Guardians of the Galaxy. He also wasn't Australian enough.

5/10",negative
"We're indie and artsy and really deep. Here's our first album cover.
Photocred Dylan Koss http://t.co/PUtivcLRJ1",positive
My dorm actually doesn't suck guys #blessed,negative
The awkward standing is the best tho,positive
SMU AARO this morning #ponyup,positive
@Shane_Appell dat formatting tho,negative
"Check out my new website, http://t.co/MCu6ZDbsre
S/O to @Shane_Appell for the idea",positive
"Made this for a friend at work, according to his specifications
https://t.co/qFSN9LtlTy",positive
S/O to @Shane_Appell for driving us to lunch today,positive
"Guys, free wood and sauce packets
http://t.co/pHK6HGY2vo",positive
"Good luck on your test @Shane_Appell, I need you to drive me to lunch today",positive
Stormy weather and Son Lux. The train ride is good.,positive
"""Yo phone, I'm gonna use you""
""Hell nah,  I'm a piece of shit""
""No you're not""
""Oh, you think I'm playin?""",negative
"In other news, my phone won't let me forget that it's a complete piece of shit",negative
"This game is good, go play it if you're bored and wanna have a good time",negative
"Started playing through #Superbrothers, and then I learned that the soundtrack is on Spotify!!! http://t.co/C3NcEfmuEF",positive
http://t.co/0Iv6t5Tn0x,positive
http://t.co/x8l2gn3uMV,positive
Strictly professional comments in my code because this is serious business http://t.co/bXqhbHsLSt,negative
Google here I come http://t.co/hPY88rFkx3,positive
.@likescats_ @ugotgoobed I look like college Ted Moseby holy shit,negative
“@Shane_Appell: @v_jorgea beaver.beaver beaver = new beaver.beaver” I wrote such eloquent code,positive
Much better stuff on @PornComnents,negative
"My avi, that's some unattractive-ass shit.

Still love it though",negative
#TheBeaver #LoveTheBeaver #BeaverIsBae,negative
"Peace, Love, and The Beaver",positive
"The Beaver is so good, the Beaver is the best. The Beaver also works. We love the Beaver, it's the greatest.",positive
But fucking the Beaver though @Shane_Appell,negative
... Fuck that was awesome,positive
"Good things can come from even the most unlikeliest of all places, in the unlikeliest of packages, or even with the unlikeliest of people",negative
They're the best. An unexpected awesome experience is just the greatest thing.,positive
You ever have one of those once-in-a-lifetime experiences you enjoyed so much that you would never want to experience them again?,positive
"@SoleilKohl but Sperry's are nice and comfy, regrets and shame are the opposite. Also I wear Sperry's to work because we trill",negative
"This game have me a nerdgasm from the screenshots alone, it was an instadownload and I'm excited oh wow https://t.co/DAvqeeCdc2",positive
That's good cuz I don't wanna just let it sit there... And I don't wanna spend it all on vidya games like the cool cat I am,negative
I spent $200 in about an hour and Idon'tevenknowwhathowholycow,positive
@Gwenae18 @thirdeyemary an awesome restaurant that gives maritza discounts,positive
@thirdeyemary @Gwenae18 you'll be better after Taco Tote,positive
@Gwenae18 @thirdeyemary I love you momma,positive
@thirdeyemary @Gwenae18 exactly,positive
@thirdeyemary @Gwenae18 probably having a social life and being cool and awesome,positive
@thirdeyemary I love you more :P &lt;3,positive
@thirdeyemary I'll hug and love you until you get better,positive
Happy birthday sugoi @DarkDarrenA-chan!!!!!!!!,positive
@thirdeyemary :((((,negative
There's rat shit in these burnt ass Frosted Flakes http://t.co/NRedrHsENC,negative
Coworker told me I should start doing it now,negative
"On the cheap, low end, they tend to whore themselves out for $300/hr",negative
Freelance consultation programmers can charge whatever they want,negative
I want to make .EXE babbies with Visual Studio 2013 for monies,negative
I'm getting a tattoo of a carrot on my neck because I'm deep like that,negative
@ADAMATOMIC YES,positive
“@funnol: im the human equivalent of a car driving off of a cliff except that car is a tractor trailer and its full of shit” I'm a golf cart,negative
"Last one might be wrong... Fuck, I'm slipping",negative
Gurl r u a capacitor bc C = Q/V,negative
Girl r u a magnet bc B = iL,negative
When some of your Snapchat friends are from 4chan,positive
Just make all variables dynamic out of laziness for naming them different things,positive
@Franciscooo_34 @reptar_ray Francisco sandwich,negative
Dinesh and I were out-nicing each other and it was bad @Shane_Appell,negative
Dinesh calls it American Football out of respect for other countries that call soccer football,negative
I'm just gonna go for a walk...,negative
When you spend the last hour refining a 60 line code file and forget to save #ihateeverything,negative
@ugotgoobed @Shane_Appell I guess,negative
"@ugotgoobed @Shane_Appell he doesn't play, but our coworker plays for money and says he can't go below 300fps",negative
“@Shane_Appell: @v_jorgea but can you run counter strike at 300 fps?” I'm lucky if I reach 20 fps,negative
Dad upgraded our internet. Our already fast internet is now 5x faster,negative
And also JCreator sucks #vs4lyfe,negative
SMU let me get Visual Studio Pro 2013 for free which is good because I can make money with it and not be in debt to Microsoft,negative
I'm pretty sure I did enough work today to justify my pay for sitting around all of last week waiting for my computer,positive
@SPNKr it helps that the names are in Spanish,positive
"@SPNKr a Huracan will shake you, but an Aventador will throw you",positive
@Jordan_A_Blanco @valeriapeaches my nigga,negative
"Her whacked me in the feels, its a wonderful movie, highly recommended",negative
@jparecki95 @8BitBrigadier BEAUTIFUL,positive
Ricky Gervais is a saint in Mexico #SanGervasio http://t.co/DWBLzSV4lb,positive
"Street signs in Mexico are written in a strange, foreign language #Cozumel http://t.co/4xnYiYulyt",positive
Tourists in Mexico are all idiots #Cozumel http://t.co/NsAekxtsRF,positive
Mexican ketchup is made of cats #Cozumel http://t.co/D4imD30aar,positive
@ezracalado Blue Cross Blue Shield,positive
@CeciliaEsquive_ only the best for you bby &lt;3 😘,positive
I can count the number of friends that @CeciliaEsquive_ has with no hands,negative
"@MicaKohl yes, and my tail",negative
@v_jorgea strange for people making absolute bank who usually look like they walked out of a meeting with foreign dignitaries,positive
Casual Friday means everyone at work today looked more homeless than the homeless people on DART this morning,positive
"@MicaKohl that's acceptable, it's casual Friday",positive
"A cross between the Terminator, Randy Savage, Hulk Hogan, and Captain America",negative
